id_audio,especie_esperada,genero,especie_nombre,nombre_ingles,autor,pais,localidad,latitud,longitud,calidad,duracion_original,licencia,formato,url_descarga,tipo_vocalizacion,fecha_registro,duracion_real,sample_rate_real,canales_real
125997,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,"Puerto Lopez, Rio Humea (meta)",4.155,,A,0:26,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/125997/download,song,2013-03-13,26.30530612244898,44100.0,2.0
73162,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,Reserva Forestal_Victoria Caldas,5.431,,A,0:31,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/73162/download,song,2011-02-14,31.346938775510203,44100.0,2.0
37316,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,"La Vega, inmediaciones Laguna del Tabacal",5.020922,,A,0:32,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/37316/download,call,2009-07-18,32.3134693877551,44100.0,1.0
37272,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,La Vega,4.996554,,A,0:35,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/37272/download,call,2009-07-18,35.631020408163266,44100.0,1.0
22340,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andrew Spencer,Colombia,"El 18, Valle del Cauca",3.4853,,A,0:40,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/22340/download,call,2008-07-17,40.032,48000.0,1.0
1106129,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Sergio Chaparro-Herrera,Colombia,Laureles-Almería,6.2415,,B,0:41,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1106129/download,song,2026-04-11,41.08,44100.0,1.0
1069548,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Frank Lambert,Colombia,"Amacayacu NP Leticia, Amazonas",-3.4449,,B,0:25,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/1069548/download,song,1987-02-00,25.033514739229027,44100.0,2.0
946956,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Carlos Delgado JUMABITA,Colombia,Jardín Botánico de Medellin ,6.271,,B,0:58,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946956/download,,2023-03-09,58.554125,96000.0,2.0
842161,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Urias Edgardo Gonzalez Carreño,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,B,0:59,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/842161/download,song,2023-09-28,59.1,44100.0,1.0
742969,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Urias Edgardo Gonzalez Carreño,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,B,1:24,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/742969/download,song,2018-09-29,84.92408163265306,44100.0,2.0
674644,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,David Monroy Rengifo,Colombia,"Victoria, Victoria, Caldas",5.3161,,B,0:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/674644/download,uncertain,2021-08-29,12.8,44100.0,2.0
582905,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Jerome Fischer,Colombia,"Ukuku Rural Lodge,  Juntas, Ibague, Tolima, Colombia @ (4.5585,-75.3275)",4.5585,,B,0:49,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/582905/download,call,2020-08-01,49.463854166666664,48000.0,2.0
581238,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andrea Hinek,Colombia,"Leticia, Leticia, Amazonas",-4.2065,,B,1:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/581238/download,"call, non-breeding call",2020-07-04,74.24,44100.0,1.0
550000,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,B,0:54,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/550000/download,no id,2020-04-17,54.168,48000.0,1.0
538046,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,B,0:27,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/538046/download,call,2020-03-24,27.282222222222224,44100.0,2.0
498044,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Nattaly Tejeiro-M,Colombia,"Finca La Porcelana 1 y 2, Vda Brisas del Agua Blanca, Piñuña Negro, Puerto Leguízamo, Putumayo",0.3633,,B,1:01,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/498044/download,song,2019-03-19,61.544489795918366,44100.0,1.0
432829,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andrea Lopera-Salazar,Colombia,"El Reodo, Copacabana, Antioquia",6.3921,,B,4:26,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/432829/download,song,2016-01-26,266.5101875,48000.0,1.0
420238,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Yair Guillermo Molina Martínez.,Colombia,"El Totumo, Spa ambiental los Alpes, Ibagué, Tolima",4.3829,,B,2:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/420238/download,song,2017-08-29,125.544,48000.0,2.0
367898,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,PNN Serranía de los Yariguíes,6.8239,,B,1:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/367898/download,song,2015-05-20,72.09795918367347,44100.0,2.0
327535,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,David Ricardo Rodríguez Villamil,Colombia,"Santa María, Boyacá",4.8499,,B,1:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/327535/download,song,2016-05-20,79.55197916666667,48000.0,2.0
310058,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Sergio Chaparro-Herrera &amp; Andrea Lopera-Salazar,Colombia,"Copacabana, Antioquia",6.4037,,B,1:41,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/310058/download,song,2016-01-29,101.53795918367346,44100.0,2.0
244910,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marín Gómez &amp; Juan Pablo López,Colombia,"Finca La Bretaña, Vereda Guaracuara, San Luis de Palenque, Casanare",5.145,,B,0:49,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/244910/download,"call, juvenie",2012-07-12,49.132607709750566,44100.0,1.0
244726,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marín Gómez,Colombia,"Alto Bonito, Cañón del río Barbas, Vereda Cruces, Filandia, Quindío",4.70138,,B,0:18,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/244726/download,song,2009-03-13,17.989727891156463,44100.0,2.0
244725,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marín Gómez,Colombia,"Alto Bonito, Cañón del río Barbas, Vereda Cruces, Filandia, Quindío",4.70138,,B,0:35,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/244725/download,call,2009-03-13,35.878956916099774,44100.0,2.0
237885,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marin-Gomez,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-Buenos Aires",4.6683,,B,0:30,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/237885/download,"call, song",2009-04-08,30.023537414965986,44100.0,2.0
237870,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marin-Gomez,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Bremen-Buenos Aires",4.6683,,B,0:45,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/237870/download,call,2009-04-07,45.029750566893426,44100.0,2.0
157668,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Danny Zapata-Henao,Colombia,"Cortijo de San José. Sabaneta, Antioquia",6.1424,,B,0:07,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/157668/download,call,2013-12-12,7.445034013605442,44100.0,2.0
155830,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Danny Zapata-Henao,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.141,,B,0:01,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/155830/download,call,2013-10-27,1.5214965986394557,44100.0,2.0
147860,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Diego Calderon-F.,Colombia,"Medellin, Antioquia",6.267,,B,45:39,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/147860/download,dawn song,2013-09-18,2739.696326530612,44100.0,2.0
129924,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marin-Gomez,Colombia,"Parque Regional Barbas-Bremen, Filandia, Quindio. Sector Barbas",4.6717,,B,1:46,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/129924/download,call,2009-03-20,106.33154195011338,44100.0,2.0
129722,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marin-Gomez,Colombia,"Universidad del Quindío, Armenia, Quindio",4.5538,,B,0:13,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/129722/download,call,2007-11-07,13.017687074829931,44100.0,1.0
127028,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Juan Alejandro Morales Betancourt,Colombia,"Mediterráneo (Anserma, Caldas)",5.138,,B,1:59,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/127028/download,song,2013-03-17,119.01387755102041,44100.0,2.0
86062,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,"Tibacuy, Cuchilla del Quinini, Cundinamarca",,,B,0:17,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/86062/download,song,2011-08-15,17.31918367346939,44100.0,2.0
958936,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,András Schmidt,Colombia,"Cali, Cali, Valle del Cauca",3.4687,,C,0:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/958936/download,song,2024-10-27,16.439727891156462,44100.0,1.0
958200,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,András Schmidt,Colombia,"Yumbo, Yumbo, Valle del Cauca",3.5287,,C,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/958200/download,song,2024-10-23,28.676643990929705,44100.0,1.0
936210,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Juan Gonzalo Mesa Restrepo,Colombia,"Envigado, Antioquia",6.1132,,C,0:02,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/936210/download,uncertain,2024-09-27,2.047233560090703,44100.0,1.0
362676,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Yair Guillermo Molina Martínez.,Colombia,"La Hormiga, Valle Del Guamuez, Putumayo",0.3722,,C,2:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/362676/download,song,2017-01-03,140.232,48000.0,1.0
340086,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oswaldo Cortes,Colombia,"San Vicente de Chucurí, Santander",6.8722,,C,1:39,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/340086/download,call,2015-01-23,99.44816326530612,44100.0,2.0
307457,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Harold Florez,Colombia,ibague / Tolima,4.4497,,C,0:32,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/307457/download,song,2016-02-10,32.06497916666667,48000.0,2.0
245195,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Oscar Humberto Marín Gómez,Colombia,"Vereda Bello Horizonte, Camino hacia la Finca Matecaña, Tamara, Casanare",5.79,,C,0:26,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/245195/download,call,2015-03-20,26.811604166666665,48000.0,1.0
163738,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Danny Zapata-Henao,Colombia,"Guatapé, Antioquia",6.2138,,C,0:05,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/163738/download,call,2014-01-06,5.107845804988662,44100.0,2.0
854431,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Michael Hurben,Colombia,"Cali, Valle del Cauca",3.5281,,D,0:35,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/854431/download,,2022-12-31,35.266825396825396,44100.0,2.0
454495,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andres Angulo ,Colombia,"Ebéjico, Antioquia",6.3308,,D,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/454495/download,song,2017-06-30,31.608,48000.0,2.0
454494,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andres Angulo ,Colombia,"Ebéjico, Antioquia",6.3308,,D,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/454494/download,song,2017-06-30,33.36,48000.0,2.0
454493,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Andres Angulo ,Colombia,"Ebéjico, Antioquia",6.3308,,D,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/454493/download,song,2017-06-30,17.808,48000.0,2.0
433279,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Victor Vanegas,Colombia,"Anapoima, Cundinamarca",4.5801,,D,0:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/433279/download,song,2017-11-05,3.6846485260770976,44100.0,2.0
43639,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Jorge Muñoz,Colombia,"Entre Rios, Florencia-Caquetá",1.636,,D,0:02,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/43639/download,song,2010-01-26,2.0375510204081633,44100.0,1.0
855436,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Michael Hurben,Colombia,"Dagua, Valle del Cauca",3.5737,,E,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/855436/download,,2022-12-28,4.662108843537415,44100.0,2.0
235772,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush, Luis Alejandro Agudelo Cifuentes ,Colombia,"Medellín, Antioquia",6.2553,,E,0:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/235772/download,dawn song,2015-04-13,20.402698412698413,44100.0,1.0
235771,Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush, Luis Alejandro Agudelo Cifuentes ,Colombia,"Medellín, Antioquia",6.2585,,E,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/235771/download,dawn song,2015-04-13,17.032902494331065,44100.0,1.0
1140118,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Frank Lambert,Colombia,"Reserva Patevaca, Finca Pastora, Arauca",6.8046,,A,0:53,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/1140118/download,song,2022-11-05,53.05408163265306,44100.0,2.0
1140116,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Frank Lambert,Colombia,"Reserva Patevaca, Finca Pastora, Arauca",6.8046,,A,1:41,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/1140116/download,call,2022-11-05,101.1231746031746,44100.0,2.0
1140112,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Frank Lambert,Colombia,"Reserva Patevaca, Finca Pastora, Arauca",6.8046,,A,1:47,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/1140112/download,call,2022-11-05,107.93684807256236,44100.0,2.0
1039818,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Smily Varon,Colombia,"Tauramena, Casanare",4.446,,A,0:52,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1039818/download,alarm call,2025-06-23,52.8096875,48000.0,1.0
1000546,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,David Ricardo Rodríguez-Villamil,Colombia,"Villanueva, Casanare",4.3841,,A,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1000546/download,song,2025-04-19,28.418548752834468,44100.0,1.0
946011,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Carlos Delgado JUMABITA,Colombia,Jardín Botánico de Medellin ,6.271,,A,0:56,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946011/download,,2023-02-28,56.25219791666667,96000.0,2.0
915965,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Sara L. Castro,Colombia,Universidad de los Llanos,4.0744,,A,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/915965/download,uncertain,2024-06-21,17.423520833333335,48000.0,2.0
810565,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Joost van Bruggen,Colombia,Hotel Tinamú Birding Nature Reserve,5.0646,,A,0:43,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/810565/download,call,2022-07-09,43.8805,48000.0,1.0
742379,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Joost van Bruggen,Colombia,"Victoria, Caldas",5.3191,,A,0:10,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/742379/download,song,2022-07-03,10.4821875,48000.0,1.0
719823,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Hugo Oliveros-Salas,Colombia,"Usiacurí, Usiacurí, Atlántico",10.7467,,A,0:29,https://creativecommons.org/publicdomain/zero/1.0/,,https://xeno-canto.org/719823/download,dawn song,2022-02-20,29.466122448979593,44100.0,1.0
690999,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,A,0:27,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/690999/download,song,2021-12-11,27.820408163265306,44100.0,2.0
629828,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Luis Fernando Castillo ,Colombia,"Cali, Cali, Valle del Cauca",3.438,,A,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/629828/download,call,2021-03-15,31.130362811791382,44100.0,2.0
625529,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,A,0:30,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/625529/download,song,2021-02-27,30.772244897959183,44100.0,2.0
604880,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Miguel Angel Muñoz-Amaya,Colombia,"Obando, Valle del Cauca",4.6429,,A,0:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/604880/download,call,2020-11-14,18.901337868480727,44100.0,2.0
602887,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Marcela Morales sánchez,Colombia,"Fusagasugá, Cundinamarca, Barrio Manila",4.3307,,A,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/602887/download,song,2020-10-02,4.44,48000.0,2.0
593047,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,David López Giraldo,Colombia,"Parque de Multicentro, Cali, Valle del Cauca",3.3794,,A,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/593047/download,song,2020-09-24,11.348666666666666,24000.0,1.0
592826,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,A,0:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/592826/download,"call, song, subsong",2020-10-04,13.008979591836734,44100.0,2.0
560200,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,A,0:35,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/560200/download,call,2020-05-01,35.332625,48000.0,2.0
558365,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Alejandro Vivas Ruiz,Colombia,"Vereda La Selva, Popayán, Cauca",2.4799,,A,0:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/558365/download,song,2020-05-09,3.3150340136054424,44100.0,1.0
549480,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Camilo E. Sánchez Sarria,Colombia,"Parque de Multicentro, Cali, Valle del Cauca",3.3794,,A,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/549480/download,song,2020-04-09,9.385875,48000.0,1.0
544278,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,A,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/544278/download,call,2020-04-10,37.26734693877551,44100.0,2.0
543429,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,A,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/543429/download,call,2020-04-08,9.32219954648526,44100.0,2.0
543428,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,A,0:29,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/543428/download,call,2020-04-08,29.294149659863944,44100.0,2.0
542483,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,A,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/542483/download,"call, song",2020-03-13,4.464,48000.0,2.0
494788,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,David Monroy Rengifo,Colombia,Reserva Natural Cauquitá,4.843,,A,0:23,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/494788/download,song,2019-02-14,23.118367346938776,44100.0,2.0
457242,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,David Monroy Rengifo,Colombia,Reserva Natural Cauquitá,4.843,,A,0:23,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/457242/download,song,2019-02-14,23.118367346938776,44100.0,2.0
437833,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Juan Sebastian Ulloa,Colombia,"Zanjón del Burro, Cali, Valle del Cauca",3.3641,,A,0:47,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/437833/download,"call, song",2018-08-27,47.25551020408163,44100.0,1.0
433508,Pitangus sulphuratus,Pitangus,sulphuratus,Great Kiskadee,Andres Angulo ,Colombia,"Liborina, Antioquia",6.6887,,A,1:13,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/433508/download,song,2017-07-21,73.392,48000.0,2.0
