archivo_original,especie_esperada,ave_detectada_comun,ave_detectada_cientifico,inicio_segundo,fin_segundo,confianza_birdnet,especie_target
576274.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.2021014392375946,Turdus ignobilis
576274.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,48.0,51.0,0.11528883874416351,Turdus ignobilis
576274.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.9242376089096069,Turdus ignobilis
576274.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.42908433079719543,Turdus ignobilis
462015.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.5208963751792908,Turdus ignobilis
459232.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.8785573840141296,Turdus ignobilis
459232.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.11675321310758591,Turdus ignobilis
459232.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,9.0,12.0,0.5095519423484802,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.4142465889453888,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.5162574052810669,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,9.0,12.0,0.44085267186164856,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.9583495259284973,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,18.0,21.0,0.8083195090293884,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.16396382451057434,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.46464094519615173,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,27.0,30.0,0.1400296688079834,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.1164814755320549,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,33.0,36.0,0.7464889287948608,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,36.0,39.0,0.30813267827033997,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.9923059344291687,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.25381749868392944,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,45.0,48.0,0.8839388489723206,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,48.0,51.0,0.6930988430976868,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.7875476479530334,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.8991076946258545,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,57.0,60.0,0.8557689785957336,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,60.0,63.0,0.6108360290527344,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,63.0,66.0,0.942273736000061,Turdus ignobilis
416717.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,66.0,69.0,0.2197222262620926,Turdus ignobilis
237854.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,15.0,18.0,0.12153901159763336,Turdus ignobilis
237854.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.1166093498468399,Turdus ignobilis
237854.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,72.0,75.0,0.20828333497047424,Turdus ignobilis
1106129.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.39358463883399963,Turdus ignobilis
1106129.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.3339698910713196,Turdus ignobilis
1106129.mp3,Turdus ignobilis,Palm Tanager,Thraupis palmarum,33.0,36.0,0.16690371930599213,Thraupis palmarum
946956.mp3,Turdus ignobilis,Great Kiskadee,Pitangus sulphuratus,0.0,3.0,0.15459604561328888,Pitangus sulphuratus
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.11598065495491028,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.24216832220554352,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.11045444756746292,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,15.0,18.0,0.33612340688705444,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.2500034272670746,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.6266579627990723,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.20122341811656952,Turdus ignobilis
946956.mp3,Turdus ignobilis,Great Kiskadee,Pitangus sulphuratus,36.0,39.0,0.3780096173286438,Pitangus sulphuratus
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.4386698007583618,Turdus ignobilis
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.21858420968055725,Turdus ignobilis
946956.mp3,Turdus ignobilis,Great Kiskadee,Pitangus sulphuratus,45.0,48.0,0.58073490858078,Pitangus sulphuratus
946956.mp3,Turdus ignobilis,Tropical Kingbird,Tyrannus melancholicus,48.0,51.0,0.10696632415056229,Tyrannus melancholicus
946956.mp3,Turdus ignobilis,Great Kiskadee,Pitangus sulphuratus,51.0,54.0,0.557612955570221,Pitangus sulphuratus
946956.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.3380173146724701,Turdus ignobilis
946956.mp3,Turdus ignobilis,Great Kiskadee,Pitangus sulphuratus,54.0,57.0,0.5450212955474854,Pitangus sulphuratus
946956.mp3,Turdus ignobilis,Tropical Kingbird,Tyrannus melancholicus,57.0,60.0,0.1856299340724945,Tyrannus melancholicus
842161.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,9.0,12.0,0.14787648618221283,Turdus ignobilis
842161.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.12316051125526428,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.7244015336036682,Turdus ignobilis
742969.mp3,Turdus ignobilis,Palm Tanager,Thraupis palmarum,3.0,6.0,0.1170729473233223,Thraupis palmarum
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.6687955856323242,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.1091756597161293,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.13367213308811188,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,27.0,30.0,0.8296433687210083,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.9470094442367554,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.934578537940979,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.5822948813438416,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,45.0,48.0,0.9288477301597595,Turdus ignobilis
742969.mp3,Turdus ignobilis,House Wren,Troglodytes aedon,48.0,51.0,0.1127578392624855,Troglodytes aedon
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.9611283540725708,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.5463500022888184,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,60.0,63.0,0.46331697702407837,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,66.0,69.0,0.38426774740219116,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,69.0,72.0,0.884503185749054,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,72.0,75.0,0.9863728880882263,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,75.0,78.0,0.9458672404289246,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,78.0,81.0,0.9912748336791992,Turdus ignobilis
742969.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,81.0,84.0,0.6926552653312683,Turdus ignobilis
674644.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.7449221014976501,Turdus ignobilis
674644.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.5059152245521545,Turdus ignobilis
582905.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.1457395851612091,Turdus ignobilis
582905.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.10530326515436172,Turdus ignobilis
582905.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,36.0,39.0,0.15181554853916168,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.10947193950414658,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.34332501888275146,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.1406107097864151,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.12959861755371094,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.2562849819660187,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,33.0,36.0,0.3115261495113373,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,36.0,39.0,0.11615369468927383,Turdus ignobilis
581238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.3076249063014984,Turdus ignobilis
538046.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.24645909667015076,Turdus ignobilis
538046.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.11434199661016464,Turdus ignobilis
538046.mp3,Turdus ignobilis,Bicolored Wren,Campylorhynchus griseus,6.0,9.0,0.1339220404624939,Campylorhynchus griseus
538046.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,18.0,21.0,0.15386304259300232,Turdus ignobilis
538046.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.13945600390434265,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.17403729259967804,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.141836017370224,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.369773268699646,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,15.0,18.0,0.22409018874168396,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,18.0,21.0,0.6371152997016907,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.3833630681037903,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.24940110743045807,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.3046853840351105,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,33.0,36.0,0.47310879826545715,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.5134813189506531,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.10120981931686401,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,45.0,48.0,0.3622134327888489,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,48.0,51.0,0.7849681973457336,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.33836865425109863,Turdus ignobilis
498044.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,60.0,63.0,0.24407565593719482,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,6.0,9.0,0.4176842272281647,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,9.0,12.0,0.8204033374786377,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.3637341260910034,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,18.0,21.0,0.6286326050758362,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.44030699133872986,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.26041680574417114,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,33.0,36.0,0.23938822746276855,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,36.0,39.0,0.5874016880989075,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.22810404002666473,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.5920374393463135,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.6186376214027405,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.14976730942726135,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,57.0,60.0,0.12357836216688156,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,60.0,63.0,0.15883679687976837,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,63.0,66.0,0.5975636839866638,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,69.0,72.0,0.524127721786499,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,72.0,75.0,0.18580816686153412,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,75.0,78.0,0.224393829703331,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,84.0,87.0,0.3520863950252533,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,87.0,90.0,0.20140139758586884,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,90.0,93.0,0.5885514616966248,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,93.0,96.0,0.1648997664451599,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,102.0,105.0,0.3438389301300049,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,105.0,108.0,0.10296119749546051,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,108.0,111.0,0.6729977130889893,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,111.0,114.0,0.5090442895889282,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,132.0,135.0,0.12232853472232819,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,135.0,138.0,0.7654095888137817,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,144.0,147.0,0.47737032175064087,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,147.0,150.0,0.5565512776374817,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,156.0,159.0,0.39534711837768555,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,159.0,162.0,0.17945902049541473,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,162.0,165.0,0.27612534165382385,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,165.0,168.0,0.11425898969173431,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,180.0,183.0,0.36963099241256714,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,183.0,186.0,0.32061755657196045,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,189.0,192.0,0.3506641089916229,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,192.0,195.0,0.20246776938438416,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,195.0,198.0,0.6490024924278259,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,207.0,210.0,0.2456350475549698,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,210.0,213.0,0.29416048526763916,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,213.0,216.0,0.2745892107486725,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,216.0,219.0,0.27064424753189087,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,219.0,222.0,0.4417538642883301,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,225.0,228.0,0.12139477580785751,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,228.0,231.0,0.1339438110589981,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,246.0,249.0,0.6984583735466003,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,249.0,252.0,0.6767113208770752,Turdus ignobilis
432829.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,252.0,255.0,0.1596725881099701,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,0.0,3.0,0.17687247693538666,Turdus ignobilis
420238.mp3,Turdus ignobilis,Blue-gray Tanager,Thraupis episcopus,0.0,3.0,0.12102232128381729,Thraupis episcopus
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.18414448201656342,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,9.0,12.0,0.569725513458252,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,12.0,15.0,0.3692898154258728,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,15.0,18.0,0.4277586340904236,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,18.0,21.0,0.10178866237401962,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,21.0,24.0,0.5122236609458923,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,24.0,27.0,0.3719945549964905,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,30.0,33.0,0.3621480464935303,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,33.0,36.0,0.2761520743370056,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,39.0,42.0,0.7831076979637146,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,42.0,45.0,0.3532309830188751,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,45.0,48.0,0.8746581077575684,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,48.0,51.0,0.40894368290901184,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,51.0,54.0,0.5082428455352783,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,54.0,57.0,0.2002311646938324,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,57.0,60.0,0.7805528044700623,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,60.0,63.0,0.10603178292512894,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,69.0,72.0,0.15610376000404358,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,72.0,75.0,0.11605465412139893,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,75.0,78.0,0.11529244482517242,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,78.0,81.0,0.2321101576089859,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,84.0,87.0,0.25918132066726685,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,87.0,90.0,0.622304379940033,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,90.0,93.0,0.4951278865337372,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,99.0,102.0,0.26680219173431396,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,102.0,105.0,0.1159343346953392,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,105.0,108.0,0.2408067137002945,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,108.0,111.0,0.5966642498970032,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,114.0,117.0,0.20093229413032532,Turdus ignobilis
420238.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,117.0,120.0,0.8404786586761475,Turdus ignobilis
367898.mp3,Turdus ignobilis,Palm Tanager,Thraupis palmarum,12.0,15.0,0.1059027835726738,Thraupis palmarum
367898.mp3,Turdus ignobilis,Palm Tanager,Thraupis palmarum,30.0,33.0,0.6854425668716431,Thraupis palmarum
367898.mp3,Turdus ignobilis,Blue-gray Tanager,Thraupis episcopus,30.0,33.0,0.11768702417612076,Thraupis episcopus
327535.mp3,Turdus ignobilis,Black-billed Thrush,Turdus ignobilis,3.0,6.0,0.9525530338287354,Turdus ignobilis
